personnel_id,week,attendance_score,activity_level,performance_score,social_withdrawal,behavioral_change
P0507,8,79.1,78.2,86.7,3.5,4.4
P0507,9,96.7,78.1,74.5,4.1,3.3
P0507,10,92.6,68.3,99.4,2.7,3.4
P0507,11,74.3,69.1,83.2,4.4,4.9
P0507,12,84.9,76.6,95.0,5.1,4.8
P0508,1,82.7,70.9,77.8,2.1,4.9
P0508,2,94.5,86.3,75.0,5.3,3.4
P0508,3,96.2,72.0,80.2,4.4,4.2
P0508,4,89.7,75.0,84.0,1.4,2.8
P0508,5,84.1,95.7,71.2,5.5,2.9
P0508,6,84.6,78.3,75.0,3.3,3.6
P0508,7,81.6,84.0,76.9,3.7,2.8
P0508,8,93.7,81.3,86.3,1.0,4.0
P0508,9,100.0,87.7,91.8,1.0,2.5
P0508,10,88.5,83.3,75.0,4.1,3.6
P0508,11,81.9,82.2,77.8,4.1,2.4
P0508,12,94.6,87.8,73.1,6.0,3.3
P0509,1,92.8,87.3,65.6,3.7,2.6
P0509,2,94.8,81.9,67.4,3.1,3.7
P0509,3,91.2,73.9,69.3,1.2,3.5
P0509,4,93.8,76.7,87.7,1.0,4.9
P0509,5,98.4,82.5,67.5,3.9,4.1
P0509,6,88.3,86.1,82.3,2.2,4.6
P0509,7,83.2,95.7,66.1,4.9,1.5
P0509,8,92.0,92.4,84.9,2.4,2.6
P0509,9,91.4,65.5,81.3,3.0,6.4
P0509,10,99.3,83.0,67.4,5.1,3.6
P0509,11,71.3,73.5,67.3,2.2,4.6
P0509,12,92.0,93.7,76.4,4.9,1.9
P0510,1,82.4,84.2,87.4,2.9,3.1
P0510,2,96.6,91.6,93.5,1.0,2.6
P0510,3,83.4,75.5,94.6,2.6,4.4
P0510,4,83.7,86.2,66.6,4.3,4.0
P0510,5,81.1,89.9,77.3,3.1,1.0
P0510,6,84.1,87.9,88.6,3.1,2.1
P0510,7,82.8,94.1,93.1,5.7,3.1
P0510,8,84.0,90.4,80.3,5.6,1.0
P0510,9,92.5,91.8,83.3,1.2,3.3
P0510,10,96.4,75.2,90.6,1.7,3.5
P0510,11,94.0,78.8,78.4,1.3,3.3
P0510,12,84.4,88.8,79.5,1.7,2.9
P0511,1,76.1,87.9,85.2,2.5,2.4
P0511,2,100.0,97.9,80.1,2.1,1.7
P0511,3,89.8,86.1,100.0,1.8,1.2
P0511,4,88.9,89.6,68.5,4.1,2.0
P0511,5,86.6,100.0,74.6,2.6,1.0
P0511,6,76.5,100.0,82.5,4.8,2.7
P0511,7,82.1,99.0,94.3,2.7,1.9
P0511,8,85.8,99.5,81.8,2.2,2.0
P0511,9,100.0,100.0,92.2,2.9,1.0
P0511,10,77.7,95.1,78.9,1.9,1.1
P0511,11,84.5,100.0,95.1,2.5,4.0
P0511,12,91.9,100.0,78.1,3.6,1.5
P0512,1,92.0,72.0,85.5,2.2,4.9
P0512,2,82.4,74.2,74.1,4.5,6.1
P0512,3,84.3,74.4,85.1,3.6,4.3
P0512,4,84.4,80.0,77.9,1.9,5.2
P0512,5,91.9,72.9,64.9,5.7,3.2
P0512,6,85.7,68.8,69.7,2.6,5.9
P0512,7,84.3,68.8,79.4,3.1,3.6
P0512,8,92.5,80.3,83.1,3.3,3.3
P0512,9,88.0,71.0,76.0,5.0,3.1
P0512,10,79.2,80.4,84.5,2.6,3.2
P0512,11,79.5,76.8,76.2,3.3,4.3
P0512,12,90.6,75.5,75.4,3.4,2.8
P0513,1,86.0,81.3,94.3,1.7,2.4
P0513,2,91.4,87.1,87.4,1.7,1.7
P0513,3,83.0,86.8,87.1,2.1,3.0
P0513,4,89.4,88.9,84.6,3.7,3.9
P0513,5,82.9,90.1,92.6,3.6,1.9
P0513,6,82.7,82.7,66.0,2.5,4.2
P0513,7,78.5,78.0,71.8,1.2,1.8
P0513,8,90.5,76.2,90.0,3.1,3.2
P0513,9,92.2,70.6,83.1,3.0,4.2
P0513,10,97.5,72.1,82.4,1.2,5.7
P0513,11,81.5,68.2,44.4,2.0,4.1
P0513,12,100.0,82.5,93.1,4.4,4.2
P0514,1,86.0,85.2,71.3,4.3,4.8
P0514,2,80.7,94.5,79.7,3.2,2.0
P0514,3,100.0,86.2,74.7,1.4,2.6
P0514,4,80.8,85.6,87.2,2.8,1.5
P0514,5,94.3,100.0,70.2,1.9,1.4
P0514,6,89.4,100.0,86.4,3.2,1.5
P0514,7,91.9,83.8,69.8,3.6,2.5
P0514,8,96.2,97.4,67.5,6.1,3.7
P0514,9,84.2,90.1,83.1,4.6,2.7
P0514,10,86.9,89.5,72.7,2.5,1.7
P0514,11,82.7,92.1,80.3,2.3,3.6
P0514,12,87.8,96.5,75.0,6.4,1.4
P0515,1,94.9,61.0,86.0,8.3,6.6
P0515,2,78.4,87.1,72.9,1.0,1.8
P0515,3,94.3,80.1,90.9,1.8,1.8
P0515,4,84.8,64.6,73.9,3.5,4.7
P0515,5,84.7,80.3,61.4,6.1,4.9
P0515,6,84.5,55.2,92.0,3.0,4.8
P0515,7,94.7,82.8,73.3,6.7,1.8
P0515,8,89.1,72.4,90.8,1.9,2.3
P0515,9,91.8,94.9,100.0,2.9,2.3
P0515,10,88.9,85.1,84.6,1.1,2.8
P0515,11,93.1,83.0,86.8,2.3,2.7
P0515,12,96.2,78.3,82.4,5.0,3.5
P0516,1,91.0,100.0,72.0,3.2,2.6
P0516,2,96.2,90.4,90.7,1.2,2.2
P0516,3,100.0,93.2,62.2,4.7,2.2
P0516,4,85.8,91.4,78.0,1.4,3.3
P0516,5,97.2,91.7,78.2,1.9,2.1
P0516,6,94.7,82.8,79.7,2.7,2.9
P0516,7,89.9,70.0,86.3,3.4,6.2
P0516,8,83.8,88.9,94.4,4.5,2.8
P0516,9,95.2,86.6,83.9,5.1,2.6
P0516,10,91.3,76.0,86.0,2.2,3.8
P0516,11,95.9,83.7,79.6,1.0,2.4
P0516,12,90.2,82.1,75.5,4.8,3.3
P0517,1,88.1,94.5,82.8,4.4,1.8
P0517,2,91.5,85.2,69.7,3.3,3.7
P0517,3,98.2,82.6,51.4,3.9,2.3
P0517,4,94.7,83.9,100.0,2.3,2.7
P0517,5,97.2,88.7,73.4,2.1,3.3
P0517,6,93.0,92.2,82.5,3.7,3.7
P0517,7,94.8,100.0,90.1,1.7,1.0
P0517,8,93.6,82.9,83.4,4.6,1.7
P0517,9,94.1,100.0,81.3,4.0,2.6
P0517,10,83.2,100.0,75.6,7.9,2.7
P0517,11,91.6,95.1,92.3,5.5,2.2
P0517,12,90.8,95.6,69.7,2.4,3.4
P0518,1,87.9,77.2,90.8,4.7,4.1
P0518,2,80.8,82.4,82.3,1.0,3.0
P0518,3,88.6,78.7,83.1,1.6,3.6
P0518,4,88.6,76.2,65.7,4.7,3.6
P0518,5,80.4,75.1,70.6,4.7,3.9
P0518,6,91.9,73.3,85.2,2.8,3.2
P0518,7,91.6,72.2,79.4,6.7,4.4
P0518,8,87.6,80.2,83.6,3.4,3.5
P0518,9,94.2,72.5,71.4,4.5,3.7
P0518,10,83.1,79.3,81.5,2.4,3.3
P0518,11,82.2,65.5,74.6,2.3,2.2
P0518,12,99.8,71.4,90.4,1.0,5.7
P0519,1,100.0,81.8,85.0,3.7,2.5
P0519,2,87.2,89.3,93.2,1.9,2.1
P0519,3,86.4,86.0,75.3,3.8,2.6
P0519,4,90.3,78.1,91.6,3.4,1.8
P0519,5,99.8,99.1,100.0,1.2,1.6
P0519,6,81.2,91.1,93.1,7.2,1.4
P0519,7,89.1,98.4,66.1,1.7,1.5
P0519,8,82.5,100.0,74.9,2.1,1.0
P0519,9,89.1,85.4,80.9,5.1,2.9
P0519,10,94.2,91.3,70.7,3.3,1.7
P0519,11,88.7,83.1,77.5,2.7,4.5
P0519,12,91.1,97.7,78.3,2.4,2.4
P0520,1,83.3,100.0,88.7,1.0,1.1
P0520,2,89.4,94.3,88.8,4.7,2.9
P0520,3,95.6,94.4,78.5,3.4,1.9
P0520,4,100.0,98.2,90.3,6.0,2.7
P0520,5,85.9,95.4,89.9,3.7,1.8
P0520,6,89.9,100.0,94.2,4.6,2.1
P0520,7,84.0,86.0,80.8,2.3,3.7
P0520,8,84.5,100.0,68.4,3.7,2.8
P0520,9,88.4,86.5,92.4,4.3,2.2
P0520,10,99.3,77.7,100.0,3.7,4.1
P0520,11,85.2,92.8,67.1,4.8,1.0
P0520,12,98.9,100.0,79.7,6.0,2.5
P0521,1,64.6,83.9,86.0,4.3,3.0
P0521,2,97.8,100.0,95.8,1.0,3.2
P0521,3,78.1,100.0,71.9,5.0,1.5
P0521,4,89.4,81.5,81.6,5.1,3.0
P0521,5,81.9,79.8,78.9,3.2,3.6
P0521,6,93.0,94.4,77.8,1.0,2.4
P0521,7,92.5,90.9,82.2,1.9,1.4
P0521,8,94.8,100.0,85.6,5.4,1.0
P0521,9,100.0,91.0,69.5,4.7,1.3
P0521,10,98.0,84.2,80.9,3.0,3.9
P0521,11,88.0,100.0,59.1,3.0,1.0
P0521,12,84.1,80.6,78.3,4.7,4.0
P0522,1,92.0,74.4,81.9,4.9,4.2
P0522,2,87.1,68.1,80.1,5.3,4.4
P0522,3,82.9,73.9,87.1,1.0,3.2
P0522,4,80.7,67.9,90.6,2.7,5.0
P0522,5,89.7,75.7,60.2,4.7,2.9
P0522,6,92.1,78.2,83.7,5.2,1.7
P0522,7,87.6,63.6,72.1,5.0,4.8
P0522,8,98.5,62.1,62.0,4.0,6.0
P0522,9,89.9,82.0,68.6,3.5,3.7
P0522,10,87.2,70.2,74.0,4.0,4.1
P0522,11,93.8,73.7,76.5,1.0,4.7
P0522,12,96.9,68.2,87.9,1.8,5.6
P0523,1,87.5,74.1,77.7,2.5,7.0
P0523,2,99.9,77.9,72.0,2.4,3.1
P0523,3,96.5,80.5,91.7,4.1,2.7
P0523,4,86.5,82.5,94.0,6.8,3.6
P0523,5,73.6,68.4,76.4,3.5,5.9
P0523,6,88.9,69.1,73.0,2.5,2.9
P0523,7,95.7,76.3,80.8,1.4,3.1
P0523,8,100.0,68.1,68.9,1.0,5.4
P0523,9,95.2,71.1,77.3,5.1,5.3
P0523,10,86.4,73.1,88.5,2.5,4.2
P0523,11,84.4,83.8,68.1,4.9,2.5
P0523,12,89.8,79.9,90.0,2.3,4.2
P0524,1,91.2,95.5,87.6,6.2,2.0
P0524,2,90.7,98.3,56.8,4.7,2.3
P0524,3,96.3,94.8,74.7,4.7,1.9
P0524,4,96.1,100.0,71.4,5.3,1.4
P0524,5,81.5,96.2,79.1,3.8,3.2
P0524,6,87.6,85.5,73.8,3.1,3.6
P0524,7,84.6,87.9,61.7,7.3,2.8
P0524,8,92.1,97.1,85.5,2.3,2.3
P0524,9,88.4,94.8,96.2,4.5,1.5
P0524,10,88.8,96.4,83.3,2.7,3.1
P0524,11,100.0,89.3,70.7,3.6,2.9
P0524,12,100.0,100.0,68.7,5.4,1.1
P0525,1,90.8,67.4,80.2,2.4,3.9
P0525,2,88.8,63.0,82.6,3.7,5.7
P0525,3,100.0,70.2,82.3,1.9,4.6
P0525,4,91.9,71.5,98.0,5.2,3.4
P0525,5,90.5,70.7,71.9,3.0,4.3
P0525,6,77.7,74.8,88.3,2.0,5.0
P0525,7,77.5,56.0,81.5,3.2,5.3
P0525,8,90.7,77.9,84.3,1.0,2.8
P0525,9,89.2,76.3,94.7,3.1,4.3
P0525,10,97.5,72.1,94.2,2.3,3.3
P0525,11,82.4,62.5,73.3,3.4,2.9
P0525,12,99.8,67.1,74.0,4.7,4.6
P0526,1,85.4,92.6,58.5,2.9,2.5
P0526,2,94.5,79.6,85.3,3.3,1.1
P0526,3,100.0,82.6,88.7,2.0,3.3
P0526,4,99.7,80.7,67.2,2.4,3.1
P0526,5,91.0,67.8,86.5,2.0,3.5
P0526,6,96.8,98.0,78.4,6.0,3.1
P0526,7,100.0,85.7,79.7,4.3,2.5
P0526,8,89.8,76.5,90.5,2.8,2.7
P0526,9,90.5,93.7,83.4,4.4,2.7
P0526,10,98.0,79.1,75.1,3.0,3.3
P0526,11,79.6,79.9,72.0,3.6,1.4
P0526,12,88.0,100.0,66.3,4.5,1.4
P0527,1,100.0,100.0,86.4,3.2,1.0
P0527,2,89.3,100.0,75.6,2.3,1.0
P0527,3,96.6,85.9,76.7,5.7,4.1
P0527,4,93.3,100.0,79.6,3.7,2.2
P0527,5,80.3,81.3,71.5,3.4,3.5
P0527,6,98.5,87.1,81.4,3.5,2.3
P0527,7,93.1,89.5,85.6,3.7,3.2
P0527,8,91.8,98.8,65.9,1.0,1.0
P0527,9,90.0,93.9,90.0,4.0,3.8
P0527,10,87.6,100.0,74.5,3.3,1.0
P0527,11,86.8,100.0,87.0,2.4,1.0
P0527,12,90.3,87.2,60.0,1.8,3.1
P0528,1,86.3,86.3,59.9,4.1,3.3
P0528,2,95.3,93.8,78.6,5.1,2.3
P0528,3,83.0,96.0,69.7,3.1,1.0
P0528,4,93.3,96.2,67.7,3.4,1.6
P0528,5,78.3,99.8,60.0,3.7,1.1
P0528,6,92.2,100.0,73.5,2.3,2.3
P0528,7,93.5,82.4,85.3,3.4,4.4
P0528,8,96.7,95.7,78.5,5.5,1.6
P0528,9,91.1,96.8,69.0,5.6,1.6
P0528,10,89.5,100.0,73.3,2.6,2.0
P0528,11,93.4,100.0,65.2,2.7,2.9
P0528,12,83.3,92.2,77.7,3.8,3.7
P0529,1,94.8,72.3,83.4,3.6,2.0
P0529,2,91.3,76.4,92.6,3.5,3.7
P0529,3,100.0,66.5,90.6,4.5,3.7
P0529,4,87.1,69.5,74.6,3.2,3.4
P0529,5,79.4,74.9,65.7,3.8,4.2
P0529,6,99.5,61.7,87.5,4.1,5.0
P0529,7,85.4,80.9,88.6,2.7,2.0
P0529,8,100.0,73.4,72.5,6.5,4.3
P0529,9,79.4,75.9,81.9,1.3,4.3
P0529,10,84.6,84.9,73.6,4.0,2.9
P0529,11,86.0,82.4,75.6,2.8,4.5
P0529,12,89.5,78.7,85.2,3.2,4.6
P0530,1,100.0,80.9,83.2,3.9,3.9
P0530,2,86.2,92.4,63.1,3.8,2.9
P0530,3,95.8,89.2,100.0,3.1,3.2
P0530,4,90.3,75.8,90.0,2.9,2.8
P0530,5,81.8,76.4,94.5,4.0,2.7
P0530,6,92.8,88.5,98.9,3.2,2.0
P0530,7,96.3,92.7,84.0,5.7,2.6
P0530,8,89.8,83.4,80.4,2.0,1.2
P0530,9,82.1,82.7,78.3,4.1,3.3
P0530,10,96.1,79.5,79.9,3.7,2.4
P0530,11,78.2,66.8,82.9,4.3,4.4
P0530,12,98.6,94.5,66.5,1.0,1.6
P0531,1,88.7,70.1,93.7,3.2,3.3
P0531,2,100.0,73.4,82.7,1.2,3.5
P0531,3,82.6,79.3,61.3,3.1,3.1
P0531,4,89.8,80.4,51.4,2.8,3.3
P0531,5,100.0,88.3,93.9,3.6,3.7
P0531,6,96.2,75.3,75.6,3.9,3.5
P0531,7,78.8,80.8,65.9,2.5,2.1
P0531,8,79.8,80.1,71.2,3.3,2.2
P0531,9,88.0,85.1,90.5,3.1,4.7
P0531,10,85.5,78.2,73.6,3.4,3.4
P0531,11,100.0,82.9,52.6,4.1,2.8
P0531,12,87.9,77.6,94.0,1.2,4.1
P0532,1,86.4,73.8,80.4,4.0,3.4
P0532,2,83.5,78.8,75.0,4.4,3.5
P0532,3,95.8,86.7,67.3,3.1,1.6
P0532,4,79.7,73.3,92.1,1.8,4.2
P0532,5,85.0,89.3,77.9,6.2,3.0
P0532,6,85.1,76.6,73.7,2.1,3.6
P0532,7,89.7,76.2,88.9,2.6,4.2
P0532,8,88.9,69.3,79.0,1.7,2.6
P0532,9,89.9,75.6,91.0,2.4,2.6
P0532,10,86.5,82.1,77.8,1.0,2.7
P0532,11,91.4,61.0,74.8,3.9,4.9
P0532,12,95.1,77.0,81.9,3.6,3.2
P0533,1,95.7,84.2,82.6,1.4,2.6
P0533,2,87.4,54.6,84.9,4.4,5.1
P0533,3,93.6,59.5,75.3,4.1,4.1
P0533,4,97.2,69.0,89.7,4.4,2.4
P0533,5,92.3,80.7,82.4,3.1,2.3
P0533,6,87.2,64.4,80.3,4.8,3.3
P0533,7,98.4,82.3,81.5,5.2,3.3
P0533,8,87.4,68.9,85.8,4.2,4.4
P0533,9,87.7,84.9,79.9,5.6,3.0
P0533,10,87.4,80.2,78.9,1.6,2.9
P0533,11,100.0,74.1,72.0,2.9,3.9
P0533,12,96.4,62.9,65.0,4.6,3.6
P0534,1,90.0,100.0,73.5,3.6,1.7
P0534,2,91.2,100.0,75.1,4.6,1.5
P0534,3,89.2,100.0,82.6,3.0,2.2
P0534,4,86.1,93.8,84.8,1.4,1.0
P0534,5,83.8,87.2,84.0,4.4,1.0
P0534,6,96.2,96.9,82.3,3.8,2.3
P0534,7,86.1,91.2,92.8,4.4,2.4
P0534,8,99.9,90.5,81.7,1.0,1.5
P0534,9,97.6,98.2,86.0,3.1,3.1
P0534,10,86.0,94.1,85.1,4.0,1.0
P0534,11,91.0,96.1,89.3,4.0,1.0
P0534,12,92.3,100.0,80.0,3.8,4.2
P0535,1,83.2,87.2,77.6,3.6,5.1
P0535,2,94.7,70.7,73.7,3.7,4.6
P0535,3,96.9,81.9,55.5,3.8,3.2
P0535,4,88.9,86.2,85.0,1.4,2.8
P0535,5,94.7,67.7,86.1,1.0,5.3
P0535,6,89.7,84.5,81.9,2.1,3.3
P0535,7,94.2,82.3,86.9,3.6,2.1
P0535,8,85.2,73.4,68.5,1.4,4.8
P0535,9,100.0,84.1,65.2,2.7,1.5
P0535,10,93.8,83.0,83.0,6.4,1.0
P0535,11,86.7,98.5,97.2,2.4,1.8
P0535,12,89.8,72.8,75.2,4.2,4.7
P0536,1,90.6,91.4,80.5,4.3,1.5
P0536,2,98.1,100.0,77.7,1.0,1.0
P0536,3,95.3,100.0,84.2,1.0,3.2
P0536,4,79.5,86.4,76.7,5.0,1.5
P0536,5,89.2,100.0,93.0,1.0,1.3
P0536,6,100.0,100.0,79.9,2.9,1.2
P0536,7,90.4,81.9,89.6,1.1,2.7
P0536,8,90.8,90.0,73.4,1.2,3.1
P0536,9,92.9,97.5,73.7,4.0,2.5
P0536,10,92.5,90.6,65.1,3.0,2.9
P0536,11,95.2,95.0,76.0,1.2,2.1
P0536,12,88.7,95.6,80.0,3.6,1.3
P0537,1,91.4,73.6,96.6,3.2,4.3
P0537,2,93.0,70.7,76.3,1.5,3.7
P0537,3,94.4,79.5,78.2,3.5,3.3
P0537,4,94.4,75.8,74.9,4.1,4.6
P0537,5,90.3,69.6,79.2,1.7,6.0
P0537,6,89.9,90.6,76.0,2.8,4.8
P0537,7,96.8,70.2,78.6,4.6,1.8
P0537,8,84.3,62.5,80.5,4.9,5.1
P0537,9,89.8,75.9,64.1,3.5,2.2
P0537,10,94.3,78.2,85.3,5.0,2.0
P0537,11,86.0,83.4,65.9,5.6,2.9
P0537,12,83.4,72.5,94.5,2.5,3.9
P0538,1,78.9,82.6,89.7,3.1,3.8
P0538,2,95.0,75.6,96.2,3.5,3.4
P0538,3,87.3,65.8,86.7,4.1,2.4
P0538,4,91.3,73.0,94.5,3.1,4.4
P0538,5,89.6,71.6,89.9,2.8,4.3
P0538,6,85.7,64.7,74.4,5.2,5.6
P0538,7,96.9,77.2,77.2,2.9,4.1
P0538,8,89.4,72.5,77.0,2.0,3.3
P0538,9,95.0,87.3,73.9,4.6,2.1
P0538,10,87.8,79.0,73.2,1.1,3.6
P0538,11,86.1,86.5,78.1,3.5,4.0
P0538,12,88.2,71.8,75.6,4.3,4.3
P0539,1,87.6,87.7,85.5,2.9,3.3
P0539,2,94.0,79.8,76.1,2.3,2.0
P0539,3,92.5,84.5,95.1,5.1,2.5
P0539,4,83.6,91.0,70.3,4.3,4.2
P0539,5,89.4,70.3,73.8,4.3,3.1
P0539,6,92.8,77.9,98.5,3.5,3.3
P0539,7,89.2,73.9,72.7,6.2,3.1
P0539,8,90.2,82.9,83.9,3.6,2.6
P0539,9,86.4,78.7,78.0,1.8,2.5
P0539,10,96.4,90.9,97.2,2.8,4.0
P0539,11,87.9,74.7,76.4,2.8,4.3
P0539,12,93.8,84.5,72.7,3.3,3.7
P0540,1,87.6,81.7,86.5,1.9,3.3
P0540,2,90.3,72.3,79.9,2.5,3.1
P0540,3,86.4,77.1,64.5,4.2,3.9
P0540,4,81.7,74.6,99.0,3.9,3.3
P0540,5,90.9,85.7,90.9,4.6,2.7
P0540,6,85.1,75.0,79.6,2.5,4.0
P0540,7,87.7,97.8,88.9,1.0,2.3
P0540,8,90.3,74.5,72.3,2.1,3.8
P0540,9,90.0,74.2,80.5,5.4,4.6
P0540,10,99.3,88.0,93.3,4.0,3.1
P0540,11,95.9,73.0,84.3,2.2,5.5
P0540,12,86.0,70.5,81.1,3.5,4.6
P0541,1,84.7,93.0,90.8,3.3,2.1
P0541,2,81.5,96.7,70.6,3.4,4.1
P0541,3,83.3,100.0,79.2,3.6,2.6
P0541,4,86.9,95.3,84.4,5.5,1.6
P0541,5,100.0,100.0,84.5,1.7,1.3
P0541,6,86.7,100.0,81.3,2.9,1.0
P0541,7,92.0,92.7,75.7,5.6,1.0
P0541,8,96.5,96.3,72.4,4.6,2.8
P0541,9,89.8,92.5,78.4,2.8,3.7
P0541,10,94.3,99.0,86.1,2.9,1.7
P0541,11,96.3,99.3,84.0,2.6,2.9
P0541,12,75.2,94.6,93.3,3.6,3.2
P0542,1,93.7,76.0,82.0,2.5,2.5
P0542,2,84.2,77.8,90.7,2.1,4.7
P0542,3,90.0,90.9,85.9,4.5,2.5
P0542,4,92.1,80.1,86.4,1.4,4.5
P0542,5,92.5,94.6,100.0,2.7,3.7
P0542,6,91.8,100.0,65.5,4.1,1.9
P0542,7,86.6,95.2,72.8,4.1,2.0
P0542,8,91.7,94.7,86.5,4.3,3.2
P0542,9,80.6,87.9,53.5,1.5,1.2
P0542,10,82.2,77.5,60.5,5.7,4.9
P0542,11,90.8,75.9,91.0,4.8,4.7
P0542,12,90.0,83.4,76.8,1.0,4.6
P0543,1,93.1,76.6,82.0,6.6,4.0
P0543,2,87.8,84.1,68.0,2.1,2.7
P0543,3,84.6,84.4,79.4,2.5,3.1
P0543,4,91.9,100.0,56.9,5.2,1.0
P0543,5,86.5,86.6,80.6,1.8,2.4
P0543,6,100.0,80.7,87.3,3.7,5.0
P0543,7,100.0,93.5,73.8,4.0,1.7
P0543,8,94.1,100.0,68.1,1.5,1.0
P0543,9,75.5,90.2,88.9,2.1,4.0
P0543,10,90.3,91.3,84.6,5.0,2.1
P0543,11,93.4,79.4,74.1,4.1,1.9
P0543,12,86.1,74.6,68.6,1.6,6.3
P0544,1,83.2,88.5,81.0,4.1,1.9
P0544,2,80.2,91.3,100.0,3.0,3.6
P0544,3,86.9,75.1,71.1,3.8,3.3
P0544,4,86.8,80.2,81.8,3.0,2.1
P0544,5,78.7,96.4,87.7,2.1,1.0
P0544,6,98.4,84.2,74.9,3.0,2.9
P0544,7,95.3,89.4,68.5,4.0,2.7
P0544,8,86.4,89.3,77.7,4.8,2.1
P0544,9,84.5,82.1,71.8,1.9,2.1
P0544,10,93.1,79.0,65.0,4.5,4.3
P0544,11,97.4,79.8,74.7,5.1,5.4
P0544,12,86.8,77.7,76.5,4.1,4.0
P0545,1,97.3,85.7,66.6,3.1,3.9
P0545,2,95.9,75.9,83.4,3.7,1.7
P0545,3,89.9,86.2,89.0,3.8,1.8
P0545,4,100.0,98.2,80.5,2.7,3.4
P0545,5,88.3,85.1,76.1,1.3,2.8
P0545,6,84.4,100.0,77.3,3.8,1.0
P0545,7,88.1,86.9,71.3,5.0,3.1
P0545,8,90.5,75.7,74.4,3.6,2.6
P0545,9,88.4,89.5,76.0,3.5,2.3
P0545,10,100.0,100.0,79.9,5.2,1.9
P0545,11,88.0,83.4,70.2,4.4,2.0
P0545,12,76.6,80.1,75.5,3.4,3.1
P0546,1,86.7,100.0,82.1,6.0,1.2
P0546,2,92.2,100.0,66.6,3.5,2.7
P0546,3,88.0,97.5,88.8,3.9,1.1
P0546,4,90.1,100.0,68.5,3.7,1.0
P0546,5,78.8,98.8,78.8,3.9,1.0
P0546,6,93.8,100.0,90.7,2.4,2.6
P0546,7,100.0,87.3,98.6,3.7,2.3
P0546,8,91.0,100.0,65.9,2.3,1.0
P0546,9,91.2,95.2,61.7,2.9,2.0
P0546,10,98.8,94.9,82.6,1.7,2.1
P0546,11,94.6,100.0,71.5,2.1,1.5
P0546,12,92.5,100.0,87.6,4.4,3.1
P0547,1,93.6,88.8,88.5,3.4,1.0
P0547,2,95.4,78.9,91.9,2.6,1.7
P0547,3,100.0,95.0,76.1,1.1,2.9
P0547,4,90.7,77.8,86.1,2.2,3.7
P0547,5,100.0,80.5,85.0,3.8,2.3
P0547,6,93.2,74.6,87.3,3.7,1.4
P0547,7,95.4,92.0,70.0,5.4,1.7
P0547,8,94.2,80.0,92.1,5.9,4.1
P0547,9,88.9,71.6,93.7,1.0,3.1
P0547,10,91.3,90.4,64.6,2.2,3.4
P0547,11,86.6,71.2,67.5,5.6,4.9
P0547,12,97.9,94.3,77.1,5.2,2.1
P0548,1,100.0,79.2,79.7,4.9,4.7
P0548,2,89.1,76.4,87.3,1.0,4.5
P0548,3,85.8,71.7,83.2,6.0,3.5
P0548,4,96.6,71.5,70.0,4.7,3.9
P0548,5,89.5,80.8,87.9,4.0,3.5
P0548,6,88.9,83.0,83.0,5.3,2.1
P0548,7,86.1,81.0,76.3,6.9,2.7
P0548,8,91.1,72.3,69.2,5.3,3.3
P0548,9,91.6,62.4,91.9,3.7,6.4
P0548,10,93.9,65.4,69.3,2.5,3.5
P0548,11,89.2,74.3,69.1,3.9,3.0
P0548,12,97.0,77.8,84.4,5.0,4.4
P0549,1,92.6,89.0,88.9,4.4,1.2
P0549,2,93.8,83.2,81.0,7.1,2.1
P0549,3,97.2,66.9,72.3,2.4,3.0
P0549,4,85.0,95.0,83.8,4.2,1.9
P0549,5,81.8,75.1,71.8,4.3,5.2
P0549,6,86.8,89.4,83.9,5.7,1.9
P0549,7,88.3,94.6,79.3,5.0,3.0
P0549,8,94.6,88.9,83.3,3.7,2.6
P0549,9,85.9,76.1,91.9,1.4,5.5
P0549,10,95.4,83.1,75.9,3.7,1.8
P0549,11,84.1,73.5,70.1,2.7,2.7
P0549,12,92.9,78.9,79.2,2.0,2.3
P0550,1,83.0,93.5,71.5,2.9,1.5
P0550,2,80.3,96.3,72.4,1.0,3.4
P0550,3,89.7,99.2,66.9,4.4,1.1
P0550,4,86.2,85.9,69.3,2.2,3.0
P0550,5,99.1,100.0,67.2,5.4,1.0
P0550,6,88.8,92.2,81.5,3.6,2.3
P0550,7,97.6,94.8,68.5,2.8,1.0
P0550,8,83.3,100.0,100.0,4.6,1.0
P0550,9,77.1,100.0,82.0,2.6,2.5
P0550,10,83.1,93.9,67.9,3.3,3.3
P0550,11,94.1,92.2,83.4,1.0,1.5
P0550,12,78.5,100.0,80.7,4.0,1.6
P0551,1,97.7,100.0,80.7,2.1,3.3
P0551,2,91.7,87.5,74.5,3.0,3.2
P0551,3,87.2,100.0,68.1,1.5,1.9
P0551,4,98.3,87.7,87.3,1.8,3.2
P0551,5,92.7,85.3,64.6,3.9,1.5
P0551,6,90.7,95.0,95.3,2.0,2.4
P0551,7,94.6,91.3,86.2,2.4,2.8
P0551,8,94.2,88.5,81.2,4.0,1.7
P0551,9,85.2,87.5,80.3,2.7,3.0
P0551,10,94.7,100.0,80.0,5.6,1.0
P0551,11,81.2,100.0,79.1,2.0,1.5
P0551,12,92.9,98.9,76.0,3.0,2.9
P0552,1,88.1,91.6,68.1,5.4,3.7
P0552,2,84.1,96.6,88.8,3.8,1.0
P0552,3,99.9,100.0,75.3,5.1,2.9
