personnel_id,week,sleep_hours,fatigue_score,stress_score,mood_score,emotional_exhaustion
P1633,5,7.6,4.3,4.8,6.5,4.2
P1633,6,6.1,4.7,2.6,7.9,2.1
P1633,7,7.6,4.1,8.0,3.2,4.3
P1633,8,6.9,3.6,2.7,6.1,3.7
P1633,9,9.0,4.8,6.5,3.3,6.2
P1633,10,6.8,5.0,7.1,4.4,5.8
P1633,11,7.4,5.4,5.8,4.2,4.3
P1633,12,8.0,4.0,2.8,6.3,3.6
P1634,1,7.7,2.7,6.2,3.9,4.6
P1634,2,7.3,4.9,2.7,6.3,2.6
P1634,3,6.1,5.5,4.7,6.9,5.3
P1634,4,8.1,4.2,5.2,6.0,5.2
P1634,5,6.1,5.5,6.5,5.7,7.8
P1634,6,5.8,5.1,6.9,5.2,5.5
P1634,7,6.6,4.5,2.4,6.4,4.2
P1634,8,7.3,4.1,4.4,5.2,6.1
P1634,9,7.6,5.0,4.7,2.6,5.5
P1634,10,7.1,5.1,6.6,2.9,6.7
P1634,11,8.1,3.5,7.5,4.4,6.3
P1634,12,6.5,6.1,5.8,4.0,5.9
P1635,1,6.1,5.0,5.6,5.3,5.5
P1635,2,8.2,4.3,5.9,4.5,5.5
P1635,3,6.5,7.4,5.2,5.2,5.5
P1635,4,6.8,6.1,6.8,5.8,5.4
P1635,5,7.0,6.0,6.6,7.1,6.2
P1635,6,5.8,8.1,6.9,5.6,7.7
P1635,7,8.1,3.7,5.6,3.7,6.4
P1635,8,8.2,5.0,5.8,5.1,6.0
P1635,9,6.3,6.6,6.9,3.7,4.7
P1635,10,7.8,4.4,5.9,5.1,6.2
P1635,11,8.0,4.5,5.2,5.1,5.3
P1635,12,6.6,4.8,5.2,4.2,6.0
P1636,1,8.3,3.0,7.2,1.0,6.2
P1636,2,7.4,4.6,7.8,3.0,5.9
P1636,3,6.1,7.3,5.0,4.4,5.7
P1636,4,5.2,7.8,3.7,7.2,5.3
P1636,5,7.6,4.6,6.5,4.4,6.6
P1636,6,6.7,5.1,5.7,5.1,6.9
P1636,7,6.6,4.9,5.9,4.1,5.2
P1636,8,7.9,4.5,4.5,7.1,4.4
P1636,9,6.6,7.2,3.9,7.7,6.3
P1636,10,7.3,5.3,5.7,4.8,5.7
P1636,11,8.1,1.6,5.0,3.7,3.0
P1636,12,7.5,5.3,5.7,2.5,4.7
P1637,1,7.4,3.1,6.7,2.0,5.9
P1637,2,6.1,5.3,8.3,6.5,7.7
P1637,3,6.6,5.6,4.5,5.9,4.0
P1637,4,7.8,3.9,3.9,6.7,4.2
P1637,5,6.8,4.4,4.7,6.5,4.6
P1637,6,6.7,3.7,5.4,5.5,5.2
P1637,7,5.6,6.6,3.6,4.9,4.9
P1637,8,6.3,4.9,4.7,5.1,4.1
P1637,9,7.7,3.4,6.1,5.8,4.6
P1637,10,5.9,4.8,5.2,7.0,5.3
P1637,11,6.6,4.5,6.3,4.7,5.4
P1637,12,6.5,5.2,4.3,4.4,2.7
P1638,1,8.0,5.3,6.2,6.0,5.4
P1638,2,6.2,5.0,5.9,4.6,6.6
P1638,3,8.8,2.4,5.6,3.5,5.2
P1638,4,7.6,3.0,6.9,6.6,5.0
P1638,5,6.5,6.4,8.3,3.5,7.8
P1638,6,6.1,5.7,4.7,4.7,5.1
P1638,7,7.7,4.2,3.3,8.6,3.6
P1638,8,6.7,5.0,3.7,6.4,4.8
P1638,9,6.3,5.3,5.6,6.0,4.2
P1638,10,7.3,5.6,5.3,7.2,4.1
P1638,11,6.1,6.4,3.0,5.5,4.5
P1638,12,6.6,4.2,8.1,3.4,6.4
P1639,1,8.1,4.6,6.0,5.1,7.2
P1639,2,6.3,5.4,2.1,7.9,3.8
P1639,3,7.7,4.7,3.0,7.2,3.9
P1639,4,6.6,5.1,3.2,5.9,4.3
P1639,5,6.7,4.7,6.6,6.5,5.2
P1639,6,6.8,5.4,4.7,6.1,5.2
P1639,7,8.1,6.4,7.5,3.1,6.9
P1639,8,6.7,6.8,5.5,6.8,5.7
P1639,9,6.0,7.1,7.2,3.2,7.0
P1639,10,7.1,4.6,10.0,4.3,9.1
P1639,11,8.9,2.8,4.9,4.8,3.3
P1639,12,7.0,5.0,7.2,4.6,7.2
P1640,1,8.2,2.6,4.6,5.0,4.1
P1640,2,7.2,3.3,3.5,7.7,1.9
P1640,3,6.0,4.2,3.8,8.0,4.6
P1640,4,5.2,8.0,5.5,6.4,6.3
P1640,5,5.8,8.2,2.6,5.6,4.4
P1640,6,7.3,6.5,6.0,6.9,5.5
P1640,7,6.7,3.2,5.6,5.9,4.3
P1640,8,7.3,3.9,3.1,5.6,2.7
P1640,9,6.7,4.2,4.0,5.6,3.4
P1640,10,7.8,4.4,5.9,3.6,4.7
P1640,11,7.1,3.5,5.1,7.9,3.9
P1640,12,8.2,5.3,5.4,7.6,5.5
P1641,1,5.7,3.3,3.4,5.5,3.4
P1641,2,7.7,3.2,5.6,5.7,4.3
P1641,3,7.7,2.5,4.5,4.0,3.3
P1641,4,7.1,4.5,4.1,6.9,5.8
P1641,5,6.7,3.1,3.8,7.3,3.0
P1641,6,6.9,4.0,1.8,9.0,3.0
P1641,7,6.3,4.8,5.1,6.1,4.2
P1641,8,7.7,2.3,2.0,5.7,1.4
P1641,9,7.2,4.5,2.2,6.8,1.8
P1641,10,6.2,3.1,4.9,5.3,3.3
P1641,11,7.8,3.8,4.4,4.1,3.7
P1641,12,8.0,1.1,5.5,5.2,3.1
P1642,1,6.5,4.3,4.1,5.7,2.3
P1642,2,6.7,4.7,3.4,6.1,4.9
P1642,3,6.7,3.3,3.2,7.4,3.6
P1642,4,8.3,2.8,5.8,5.9,4.1
P1642,5,7.1,3.1,5.2,3.9,6.4
P1642,6,6.4,5.6,4.4,5.9,5.8
P1642,7,6.8,3.9,3.5,6.5,3.5
P1642,8,8.1,3.1,6.3,5.6,4.8
P1642,9,6.6,6.4,3.5,8.9,4.6
P1642,10,7.0,3.5,4.4,6.9,2.6
P1642,11,7.1,3.2,4.8,6.3,3.2
P1642,12,7.4,3.4,6.4,4.9,4.5
P1643,1,6.3,6.9,7.5,5.7,7.7
P1643,2,6.8,4.8,5.8,4.0,3.0
P1643,3,7.2,5.0,7.5,5.9,7.7
P1643,4,6.4,6.0,4.9,4.5,5.5
P1643,5,7.3,5.0,5.4,6.0,5.8
P1643,6,6.6,6.7,4.9,6.2,4.6
P1643,7,7.8,4.6,6.8,2.8,5.8
P1643,8,7.1,5.8,7.5,5.2,7.0
P1643,9,6.1,7.2,6.1,6.2,6.5
P1643,10,7.2,6.2,6.1,6.7,6.8
P1643,11,7.5,7.8,5.3,7.2,5.4
P1643,12,8.0,4.0,7.1,4.1,5.3
P1644,1,7.1,2.6,3.3,5.5,4.0
P1644,2,6.9,3.3,2.5,6.9,1.0
P1644,3,8.4,4.3,5.0,6.3,4.5
P1644,4,6.5,5.0,3.7,5.8,5.9
P1644,5,7.0,3.8,5.1,6.9,2.7
P1644,6,8.0,4.1,6.7,3.9,5.2
P1644,7,7.6,3.4,5.7,5.4,5.7
P1644,8,5.8,4.6,3.3,7.8,3.7
P1644,9,5.5,4.5,4.4,7.3,5.6
P1644,10,8.4,3.0,2.7,5.6,2.8
P1644,11,7.3,2.9,2.0,7.7,3.0
P1644,12,7.4,3.2,3.3,6.9,3.2
P1645,1,6.6,4.1,4.7,5.7,4.6
P1645,2,6.4,4.8,7.6,4.6,7.5
P1645,3,6.1,5.6,4.0,5.2,5.8
P1645,4,8.6,4.4,3.4,6.2,4.1
P1645,5,8.0,2.0,7.5,3.8,6.3
P1645,6,6.3,5.7,4.9,4.9,5.3
P1645,7,6.7,4.2,7.7,4.6,5.5
P1645,8,8.7,2.7,8.3,4.2,7.0
P1645,9,7.1,4.7,3.0,8.4,5.3
P1645,10,6.3,4.1,5.6,7.2,4.9
P1645,11,5.3,6.1,5.8,5.2,6.8
P1645,12,7.4,5.1,4.1,6.6,5.0
P1646,1,5.8,3.3,5.5,6.7,4.7
P1646,2,7.3,1.5,6.3,5.7,5.0
P1646,3,7.2,3.4,1.4,8.1,2.2
P1646,4,7.4,5.1,5.4,4.9,6.4
P1646,5,7.1,4.2,4.8,4.9,4.7
P1646,6,6.0,5.2,5.3,3.6,4.6
P1646,7,7.4,3.7,3.9,5.9,4.2
P1646,8,8.8,1.4,1.4,7.1,1.0
P1646,9,8.4,1.0,5.1,5.5,3.6
P1646,10,6.4,4.5,3.8,5.5,4.1
P1646,11,6.1,3.7,5.4,4.8,3.9
P1646,12,6.4,4.9,2.1,7.4,2.5
P1647,1,7.2,4.1,3.0,6.2,2.6
P1647,2,6.6,3.8,5.6,6.2,4.9
P1647,3,7.5,1.0,2.2,6.6,1.0
P1647,4,9.0,3.1,1.8,6.9,3.0
P1647,5,6.0,4.6,3.1,6.1,3.2
P1647,6,6.8,3.8,4.0,6.2,3.6
P1647,7,6.8,1.7,3.2,5.9,1.8
P1647,8,6.8,2.5,3.6,5.9,3.6
P1647,9,8.0,3.1,4.1,6.1,4.1
P1647,10,6.1,4.0,2.5,6.1,1.4
P1647,11,6.8,1.4,1.3,5.0,1.4
P1647,12,6.7,3.6,4.2,6.0,3.8
P1648,1,6.6,5.9,5.0,7.6,6.6
P1648,2,7.0,5.5,6.1,4.6,5.5
P1648,3,6.6,7.8,7.4,5.1,6.9
P1648,4,6.9,5.2,6.7,4.5,6.6
P1648,5,6.5,5.8,7.9,4.8,7.1
P1648,6,7.4,4.3,5.1,4.7,4.7
P1648,7,7.2,4.5,6.8,4.4,6.3
P1648,8,7.6,4.8,7.4,4.4,6.8
P1648,9,7.7,4.7,7.7,4.8,8.1
P1648,10,5.8,5.0,8.1,4.7,6.2
P1648,11,6.9,6.6,9.2,3.7,7.3
P1648,12,8.2,5.2,8.2,5.2,8.6
P1649,1,7.2,4.3,5.3,4.9,4.8
P1649,2,8.0,4.2,6.6,4.0,6.5
P1649,3,7.3,2.1,4.3,5.7,4.3
P1649,4,7.2,2.7,3.6,5.9,2.7
P1649,5,5.8,4.7,4.3,7.6,3.2
P1649,6,6.7,4.7,4.1,6.1,3.9
P1649,7,6.4,3.5,4.7,6.5,5.0
P1649,8,5.2,5.4,3.3,6.8,3.1
P1649,9,6.1,5.2,6.1,5.6,5.4
P1649,10,6.4,3.6,5.3,6.5,6.1
P1649,11,7.2,1.8,3.7,7.7,2.3
P1649,12,6.2,3.6,2.1,7.8,2.4
P1650,1,6.7,5.4,3.1,7.3,4.7
P1650,2,7.4,6.1,3.0,7.3,3.3
P1650,3,6.3,6.6,4.4,4.2,3.8
P1650,4,7.0,3.9,5.5,7.1,5.1
P1650,5,6.4,5.4,6.9,4.4,5.9
P1650,6,8.0,3.5,7.2,6.4,7.5
P1650,7,8.2,4.1,6.2,3.6,5.5
P1650,8,7.6,4.0,8.2,6.0,5.8
P1650,9,6.2,5.2,3.8,4.4,4.5
P1650,10,6.3,5.0,7.1,4.8,6.3
P1650,11,7.1,3.7,3.3,6.0,2.7
P1650,12,6.4,4.6,8.8,5.0,8.1
P1651,1,7.2,5.4,1.7,9.2,2.6
P1651,2,7.3,3.3,5.4,5.2,6.0
P1651,3,6.6,5.6,5.5,5.6,5.0
P1651,4,7.3,3.8,2.7,7.9,3.8
P1651,5,6.3,3.8,3.2,7.1,1.9
P1651,6,6.6,4.5,4.9,5.6,4.7
P1651,7,8.8,2.9,3.1,6.9,1.5
P1651,8,8.5,2.1,3.3,5.5,2.9
P1651,9,6.7,5.0,4.1,6.8,5.8
P1651,10,5.6,5.9,2.7,8.2,3.8
P1651,11,5.8,5.6,4.9,4.4,3.9
P1651,12,7.0,3.0,3.5,6.8,3.7
P1652,1,5.3,4.6,5.2,5.1,5.1
P1652,2,6.5,4.7,5.4,5.3,3.6
P1652,3,6.7,3.4,2.2,6.9,3.6
P1652,4,5.4,4.0,3.1,6.8,3.5
P1652,5,8.1,2.3,4.4,5.4,4.2
P1652,6,5.7,5.6,4.7,6.5,5.2
P1652,7,8.2,2.4,3.6,7.1,2.7
P1652,8,8.3,1.9,1.2,6.1,2.3
P1652,9,7.1,3.5,3.0,7.3,2.7
P1652,10,6.6,4.0,5.8,5.5,5.7
P1652,11,8.2,1.0,3.2,5.8,1.7
P1652,12,8.4,1.2,2.8,6.5,2.2
P1653,1,7.8,3.2,5.5,5.3,4.9
P1653,2,5.3,5.9,6.1,5.5,3.8
P1653,3,8.3,2.2,4.2,5.2,3.2
P1653,4,7.4,4.7,6.2,5.8,5.8
P1653,5,7.8,3.9,5.0,4.8,5.2
P1653,6,8.0,3.1,7.3,3.9,6.8
P1653,7,8.3,2.2,3.9,6.9,3.1
P1653,8,6.8,5.1,6.3,6.0,5.6
P1653,9,7.5,4.1,5.1,5.1,3.6
P1653,10,7.3,3.4,4.9,6.4,4.5
P1653,11,7.4,5.3,7.5,4.8,8.3
P1653,12,5.5,6.5,4.6,6.0,3.8
P1654,1,6.3,6.7,4.6,5.9,5.4
P1654,2,7.1,5.7,6.2,4.2,6.4
P1654,3,8.1,5.3,9.5,3.2,6.8
P1654,4,6.3,7.4,10.0,4.8,8.7
P1654,5,6.2,6.1,7.0,6.7,7.3
P1654,6,5.6,6.8,4.0,6.4,6.5
P1654,7,6.9,5.2,6.0,4.5,4.7
P1654,8,6.3,5.4,7.6,4.5,6.7
P1654,9,7.1,5.9,6.5,6.2,5.6
P1654,10,7.2,3.8,4.3,7.0,3.4
P1654,11,8.1,4.1,7.0,4.7,6.9
P1654,12,6.2,4.1,4.2,6.7,4.4
P1655,1,6.7,5.5,6.2,5.6,6.0
P1655,2,5.2,6.4,1.6,6.0,3.8
P1655,3,6.7,5.0,5.5,7.1,5.9
P1655,4,4.9,8.0,4.7,5.1,4.9
P1655,5,7.3,4.6,6.1,4.5,5.6
P1655,6,7.0,4.5,5.3,6.5,4.8
P1655,7,8.0,3.2,4.7,6.9,3.1
P1655,8,7.7,4.1,5.5,3.9,3.7
P1655,9,7.3,3.4,3.8,6.8,3.1
P1655,10,6.2,6.8,1.3,7.0,2.6
P1655,11,6.8,4.9,4.0,6.2,6.6
P1655,12,5.4,5.1,1.0,8.7,1.3
P1656,1,6.5,4.7,4.9,5.0,4.1
P1656,2,7.0,3.0,6.1,6.4,4.2
P1656,3,5.8,4.1,4.9,6.7,4.5
P1656,4,8.2,1.6,3.5,5.6,3.1
P1656,5,6.0,5.3,5.1,6.9,4.5
P1656,6,6.6,6.3,7.0,3.6,5.0
P1656,7,7.6,4.7,4.5,7.1,3.9
P1656,8,7.8,2.4,4.6,7.9,3.4
P1656,9,7.8,4.4,5.9,6.6,3.9
P1656,10,6.1,6.6,10.0,3.4,9.9
P1656,11,5.8,6.9,1.6,7.9,2.2
P1656,12,6.9,5.7,2.8,6.3,4.4
P1657,1,8.1,2.3,7.1,3.7,5.0
P1657,2,6.8,4.5,4.8,7.3,5.4
P1657,3,7.8,2.2,3.6,6.3,3.5
P1657,4,6.5,6.6,6.1,5.0,6.5
P1657,5,7.1,5.3,7.0,3.3,7.1
P1657,6,8.3,3.5,5.4,5.4,4.6
P1657,7,6.3,6.1,6.5,6.1,6.4
P1657,8,7.5,6.0,4.4,7.8,4.3
P1657,9,5.8,5.2,6.1,2.4,6.3
P1657,10,7.3,4.8,8.4,5.0,8.1
P1657,11,7.5,5.7,6.8,3.2,7.7
P1657,12,8.1,4.4,5.9,6.9,6.9
P1658,1,8.2,1.2,2.5,5.9,1.9
P1658,2,6.9,3.8,1.3,8.7,1.3
P1658,3,8.3,3.8,4.7,6.7,3.6
P1658,4,6.6,2.9,3.7,6.2,2.7
P1658,5,6.2,4.6,3.6,4.4,3.3
P1658,6,7.7,4.1,5.7,6.1,5.9
P1658,7,6.0,5.2,5.9,6.2,5.5
P1658,8,7.2,3.5,6.2,6.2,4.8
P1658,9,5.6,5.1,3.8,6.8,4.1
P1658,10,5.7,4.4,4.8,5.0,5.6
P1658,11,6.9,2.3,4.1,5.0,2.2
P1658,12,8.3,2.1,3.1,4.7,3.3
P1659,1,7.6,2.2,3.2,3.8,3.6
P1659,2,6.9,2.6,1.0,7.0,2.9
P1659,3,6.8,4.2,4.7,6.0,5.3
P1659,4,6.8,3.6,3.6,6.8,3.2
P1659,5,7.2,3.0,5.0,4.4,3.3
P1659,6,6.7,3.0,5.9,4.6,4.6
P1659,7,5.9,4.0,4.8,6.1,4.7
P1659,8,6.2,3.3,5.8,4.9,5.0
P1659,9,6.0,4.9,1.4,8.1,1.9
P1659,10,8.6,2.1,4.7,4.7,4.7
P1659,11,7.5,2.9,1.6,7.3,2.0
P1659,12,6.8,2.9,4.4,5.2,4.0
P1660,1,8.2,3.9,5.6,3.6,5.6
P1660,2,7.5,4.2,7.2,5.2,5.3
P1660,3,6.7,6.5,6.7,6.4,6.9
P1660,4,6.5,5.2,3.2,7.8,1.8
P1660,5,6.7,4.7,5.5,7.5,5.5
P1660,6,6.6,5.0,5.6,5.4,5.8
P1660,7,6.5,4.7,7.2,4.9,6.8
P1660,8,7.8,3.7,2.6,6.5,1.8
P1660,9,8.0,2.8,4.6,6.6,2.7
P1660,10,6.9,5.0,6.2,4.1,4.6
P1660,11,7.2,3.8,4.8,4.9,3.9
P1660,12,8.2,3.3,7.2,4.3,5.0
P1661,1,6.3,4.9,3.2,7.4,4.2
P1661,2,7.3,3.7,4.1,5.7,4.3
P1661,3,8.0,4.6,3.7,5.6,3.5
P1661,4,7.1,2.8,3.8,6.2,3.0
P1661,5,7.1,4.6,4.1,6.0,4.8
P1661,6,6.7,4.5,1.0,7.8,1.0
P1661,7,7.9,3.6,4.7,7.5,4.4
P1661,8,6.6,4.0,6.3,4.2,6.3
P1661,9,7.2,5.1,6.8,4.4,5.5
P1661,10,7.5,3.2,4.7,5.5,2.9
P1661,11,7.3,2.3,4.0,7.3,4.3
P1661,12,7.8,3.1,7.2,5.9,4.6
P1662,1,6.7,5.5,5.2,4.9,5.0
P1662,2,7.8,5.2,7.6,2.1,6.1
P1662,3,7.8,3.7,5.2,5.0,4.6
P1662,4,8.7,1.0,5.8,6.8,4.1
P1662,5,8.2,4.5,6.4,5.6,8.2
P1662,6,6.9,5.8,5.9,6.1,4.7
P1662,7,7.5,6.4,5.6,5.2,6.4
P1662,8,4.4,8.3,3.1,5.6,4.9
P1662,9,5.9,3.4,4.3,6.3,4.2
P1662,10,7.7,4.7,3.7,4.7,3.6
P1662,11,9.0,3.6,3.8,6.8,4.5
P1662,12,6.7,5.8,7.9,1.6,7.7
P1663,1,8.9,2.9,6.6,6.6,5.2
P1663,2,6.8,6.1,3.8,5.5,3.2
P1663,3,6.7,5.6,3.7,6.4,4.4
P1663,4,8.0,4.9,5.2,5.3,4.9
P1663,5,7.4,4.5,5.9,3.7,6.0
P1663,6,6.3,6.7,10.0,3.6,9.2
P1663,7,7.3,3.6,4.3,5.8,2.6
P1663,8,7.5,6.0,4.8,5.0,6.2
P1663,9,6.8,4.9,6.5,5.8,6.9
P1663,10,7.9,5.5,2.8,5.7,2.8
P1663,11,8.0,5.6,6.7,4.7,6.3
P1663,12,5.8,8.1,4.9,5.1,6.5
P1664,1,7.5,5.0,3.0,5.1,3.6
P1664,2,7.0,6.7,5.0,5.8,4.8
P1664,3,7.1,6.0,7.5,4.4,5.9
P1664,4,6.6,7.0,8.3,3.7,6.8
P1664,5,7.1,5.1,6.2,3.7,4.1
P1664,6,6.7,6.1,6.0,4.3,4.9
P1664,7,8.5,2.8,8.3,3.9,7.2
P1664,8,7.3,5.0,5.9,4.9,5.5
P1664,9,8.5,4.0,7.5,4.7,5.3
P1664,10,7.2,6.0,6.1,4.8,6.5
P1664,11,7.3,6.3,6.6,5.9,6.9
P1664,12,7.4,6.7,5.9,3.5,6.8
P1665,1,6.1,5.0,2.0,8.5,2.6
P1665,2,8.3,1.0,4.3,5.2,2.5
P1665,3,8.3,1.4,4.8,4.2,3.9
P1665,4,5.6,3.8,3.7,6.8,3.8
P1665,5,6.9,2.8,6.5,4.1,5.6
P1665,6,7.8,3.6,2.5,7.4,2.8
P1665,7,6.9,4.4,4.3,7.8,4.1
P1665,8,6.6,5.4,5.4,5.4,4.3
P1665,9,6.8,3.1,4.7,3.7,4.3
P1665,10,5.5,4.5,4.9,4.8,3.9
P1665,11,7.3,2.7,1.9,6.6,2.5
P1665,12,6.7,4.9,3.6,6.8,4.8
P1666,1,7.1,3.9,5.7,4.9,5.7
P1666,2,5.0,4.9,4.9,6.6,5.6
P1666,3,6.3,5.3,4.2,7.0,4.3
P1666,4,6.7,5.4,5.1,6.0,4.3
P1666,5,7.6,6.2,5.6,5.3,5.7
P1666,6,6.2,3.2,6.2,3.9,5.0
P1666,7,6.8,5.7,3.3,5.8,4.5
P1666,8,6.4,5.1,7.1,5.2,6.7
P1666,9,7.2,6.1,3.3,6.4,3.1
P1666,10,6.1,5.0,4.5,5.7,5.3
P1666,11,7.5,3.6,4.9,4.3,4.4
P1666,12,7.0,4.9,5.6,6.7,5.1
P1667,1,7.2,6.2,7.4,3.3,8.8
P1667,2,5.5,8.7,7.7,4.2,7.9
P1667,3,7.5,6.2,5.5,6.7,6.1
P1667,4,6.7,6.8,7.3,4.9,7.7
P1667,5,7.2,6.1,6.0,6.1,5.1
P1667,6,6.7,6.2,5.0,5.7,6.2
P1667,7,7.8,5.0,5.8,5.2,4.5
P1667,8,7.3,6.3,5.0,6.2,5.6
P1667,9,7.0,6.0,5.8,5.8,6.3
P1667,10,7.7,4.6,4.9,6.1,5.0
P1667,11,6.6,7.0,7.3,5.0,6.8
P1667,12,6.9,7.2,6.0,5.0,7.8
P1668,1,6.9,6.0,8.3,5.5,7.6
P1668,2,7.3,6.5,4.5,5.6,5.4
P1668,3,8.3,3.1,2.2,7.8,1.3
P1668,4,6.6,5.0,4.2,5.9,5.5
P1668,5,8.5,4.3,5.9,4.6,5.0
P1668,6,8.1,4.0,6.5,3.9,4.5
P1668,7,6.4,5.7,5.6,3.0,5.5
P1668,8,6.8,5.0,4.9,5.8,3.2
P1668,9,6.9,5.3,6.0,6.1,7.4
P1668,10,7.4,6.1,3.9,5.1,4.2
P1668,11,8.1,2.9,6.6,5.1,4.7
P1668,12,8.1,4.7,6.1,3.9,8.1
P1669,1,7.4,4.0,3.0,7.0,3.8
P1669,2,6.0,6.5,7.2,5.0,6.2
P1669,3,6.6,3.3,5.4,4.3,4.1
P1669,4,6.7,4.4,7.0,4.3,7.2
P1669,5,4.9,5.2,1.8,6.6,2.9
P1669,6,5.4,7.0,4.5,5.4,4.6
P1669,7,7.8,3.1,4.7,6.3,4.4
P1669,8,6.4,4.4,6.5,3.7,6.1
P1669,9,7.1,2.8,5.7,6.4,4.2
P1669,10,8.2,2.9,5.9,6.1,5.0
P1669,11,9.0,1.4,1.3,6.2,1.7
P1669,12,7.7,1.2,3.8,7.2,2.3
P1670,1,6.6,3.0,3.2,6.6,3.0
P1670,2,7.0,6.2,3.3,4.9,5.5
P1670,3,7.8,3.6,3.1,7.0,3.6
P1670,4,7.5,5.0,5.4,4.6,4.7
P1670,5,7.3,4.1,5.0,4.4,4.5
P1670,6,7.3,6.1,4.7,5.3,5.4
P1670,7,7.4,1.7,5.2,6.2,3.5
P1670,8,7.1,2.3,4.6,6.1,4.0
P1670,9,6.7,4.0,4.2,5.4,4.4
P1670,10,6.8,4.3,2.3,5.3,3.0
P1670,11,5.3,6.9,6.1,5.9,5.3
P1670,12,5.4,5.7,2.1,7.6,3.8
P1671,1,6.6,6.6,5.9,3.6,5.1
P1671,2,7.3,5.9,6.7,4.2,6.9
P1671,3,8.6,4.2,8.4,4.2,6.5
P1671,4,7.0,5.3,5.2,5.4,4.8
P1671,5,8.5,4.6,6.6,5.2,6.3
P1671,6,4.9,6.4,7.1,3.8,8.2
P1671,7,8.2,4.8,6.2,4.1,5.9
P1671,8,7.1,5.2,6.2,4.2,6.0
P1671,9,5.3,6.0,7.3,5.2,7.1
P1671,10,6.2,5.3,6.2,4.8,5.5
P1671,11,7.0,5.4,6.2,5.1,5.2
P1671,12,6.1,6.9,6.1,5.3,6.2
P1672,1,6.0,5.6,6.1,6.5,5.4
P1672,2,7.9,4.7,4.5,4.6,4.2
P1672,3,7.5,6.1,5.8,6.0,8.2
P1672,4,6.0,6.4,7.2,4.1,6.7
P1672,5,5.9,6.6,6.7,5.4,7.3
P1672,6,6.7,4.7,5.3,3.1,4.9
P1672,7,5.7,5.4,4.1,5.1,5.0
P1672,8,8.0,5.3,8.3,4.5,6.5
P1672,9,8.5,3.2,3.3,6.6,1.7
P1672,10,6.7,6.0,6.5,4.0,7.3
P1672,11,7.3,5.3,6.6,4.2,6.9
P1672,12,6.9,3.6,4.9,5.6,4.6
P1673,1,8.4,3.5,8.3,4.1,7.1
P1673,2,7.8,5.9,7.2,5.5,7.5
P1673,3,6.5,5.8,7.7,4.8,6.9
P1673,4,6.8,4.8,5.8,7.1,4.1
P1673,5,7.4,4.5,2.7,7.6,3.1
P1673,6,6.3,8.1,5.6,6.0,7.4
P1673,7,5.7,6.8,6.9,6.0,7.4
P1673,8,6.7,6.2,3.2,5.2,4.5
P1673,9,6.4,7.0,5.2,6.6,4.4
P1673,10,6.5,6.2,6.3,3.2,6.9
P1673,11,7.5,4.6,5.3,5.4,5.7
P1673,12,6.4,6.6,4.4,5.5,6.3
P1674,1,7.1,3.8,1.5,6.8,1.6
P1674,2,7.0,3.7,7.3,4.4,6.5
P1674,3,7.1,5.3,4.1,6.9,3.9
P1674,4,6.9,5.7,4.4,6.3,3.7
P1674,5,8.7,1.0,5.6,5.9,4.5
P1674,6,6.8,4.3,2.2,6.5,4.3
P1674,7,6.6,4.6,8.3,3.3,7.1
P1674,8,5.9,5.6,5.4,6.4,4.5
P1674,9,6.4,3.8,3.6,6.0,4.0
P1674,10,7.0,3.1,4.6,6.1,4.0
P1674,11,7.2,4.6,2.5,7.2,1.4
P1674,12,6.3,6.1,5.6,5.2,6.5
P1675,1,6.8,4.9,4.0,3.9,5.5
P1675,2,7.7,2.8,3.3,6.9,3.3
P1675,3,8.1,4.2,5.2,5.9,5.3
P1675,4,5.7,5.5,5.3,4.7,6.0
P1675,5,5.7,5.4,2.8,6.8,3.4
P1675,6,6.8,5.4,6.2,4.7,6.0
P1675,7,6.6,5.1,6.0,5.6,6.1
P1675,8,6.8,4.9,4.5,6.3,5.3
P1675,9,8.0,3.7,4.4,5.3,3.8
P1675,10,8.1,4.8,8.7,4.2,8.8
P1675,11,6.8,4.8,4.2,5.8,4.6
P1675,12,6.8,4.5,6.4,5.7,5.6
P1676,1,6.4,8.5,7.0,3.1,7.4
P1676,2,7.8,5.7,6.6,4.6,5.5
P1676,3,8.3,4.8,6.8,4.7,7.7
P1676,4,8.0,4.6,6.6,4.4,7.1
P1676,5,7.3,6.2,8.1,3.9,6.6
P1676,6,8.3,3.3,6.6,6.0,5.4
P1676,7,6.9,2.6,4.4,6.5,3.1
P1676,8,7.0,6.4,4.4,6.1,5.0
P1676,9,6.4,6.5,6.6,4.3,5.1
P1676,10,7.1,4.9,6.9,5.9,7.3
P1676,11,7.0,4.1,3.3,7.5,2.4
P1676,12,6.5,6.5,4.7,5.7,6.6
P1677,1,7.6,2.3,1.0,5.9,1.7
P1677,2,6.5,4.7,2.9,7.6,4.3
P1677,3,6.0,4.6,5.2,5.8,5.2
P1677,4,8.3,3.2,4.6,5.0,5.8
P1677,5,7.4,3.1,2.9,6.9,3.4
P1677,6,6.3,5.8,6.2,5.6,6.6
P1677,7,6.0,7.0,3.1,6.2,4.9
P1677,8,7.5,4.3,3.9,5.1,3.4
P1677,9,5.9,3.7,3.2,6.0,3.1
P1677,10,6.2,3.9,3.8,6.5,3.1
P1677,11,7.4,3.0,2.1,6.6,2.0
P1677,12,6.9,3.7,4.5,7.3,3.5
