personnel_id,age,service_years,rank_level,transfer_frequency,training_hours
P3711,32,3,Intermediate,2,10.3
P3712,31,5,Junior,0,14.2
P3713,27,2,Intermediate,0,8.5
P3714,46,20,Senior,0,16.3
P3715,25,3,Intermediate,2,11.0
P3716,41,17,Intermediate,1,10.1
P3717,46,11,Senior,2,8.7
P3718,27,2,Intermediate,0,8.6
P3719,28,5,Junior,1,8.4
P3720,40,4,Senior,1,14.4
P3721,26,3,Intermediate,1,13.1
P3722,31,7,Junior,0,16.5
P3723,49,14,Junior,1,14.8
P3724,33,10,Junior,0,8.6
P3725,35,5,Junior,2,7.3
P3726,38,1,Junior,2,3.7
P3727,34,4,Intermediate,2,9.0
P3728,25,2,Intermediate,2,12.5
P3729,41,9,Intermediate,2,9.9
P3730,37,12,Intermediate,0,10.9
P3731,35,7,Junior,0,13.3
P3732,37,15,Junior,1,8.8
P3733,29,4,Intermediate,1,10.4
P3734,24,1,Junior,0,4.5
P3735,47,23,Intermediate,1,8.3
P3736,21,1,Senior,1,14.8
P3737,26,1,Junior,2,2.8
P3738,40,6,Intermediate,0,11.0
P3739,42,10,Senior,0,3.7
P3740,24,2,Intermediate,2,16.4
P3741,31,7,Senior,0,6.7
P3742,43,6,Intermediate,0,8.5
P3743,46,21,Junior,1,8.3
P3744,38,6,Intermediate,0,10.7
P3745,24,2,Intermediate,0,10.6
P3746,37,11,Junior,0,13.1
P3747,42,4,Junior,1,6.0
P3748,32,4,Intermediate,2,9.3
P3749,35,8,Intermediate,0,6.1
P3750,29,8,Intermediate,0,10.6
P3751,45,14,Intermediate,1,12.5
P3752,50,14,Senior,0,7.6
P3753,32,2,Intermediate,2,7.6
P3754,36,2,Junior,2,10.1
P3755,26,3,Intermediate,1,8.7
P3756,24,3,Junior,0,11.3
P3757,36,10,Intermediate,0,7.5
P3758,34,4,Intermediate,4,11.1
P3759,29,2,Intermediate,1,11.3
P3760,28,2,Intermediate,4,13.2
P3761,46,5,Junior,1,15.4
P3762,31,3,Junior,1,8.9
P3763,43,2,Intermediate,0,4.6
P3764,48,16,Junior,5,7.6
P3765,34,11,Intermediate,0,7.7
P3766,26,4,Intermediate,1,18.0
P3767,22,1,Intermediate,1,5.6
P3768,42,12,Junior,0,12.0
P3769,50,13,Senior,2,12.3
P3770,45,19,Intermediate,0,8.9
P3771,31,9,Intermediate,1,10.0
P3772,49,27,Intermediate,1,12.9
P3773,22,1,Junior,1,15.8
P3774,25,3,Junior,1,13.6
P3775,28,7,Intermediate,1,6.6
P3776,27,2,Senior,0,16.7
P3777,41,7,Junior,1,6.0
P3778,44,10,Junior,2,8.5
P3779,49,27,Junior,1,12.7
P3780,49,23,Intermediate,0,19.4
P3781,22,1,Intermediate,1,7.9
P3782,38,9,Junior,2,12.5
P3783,37,13,Senior,1,9.9
P3784,30,9,Junior,0,14.6
P3785,47,25,Intermediate,3,16.3
P3786,36,5,Junior,2,6.7
P3787,38,2,Senior,0,2.8
P3788,46,23,Intermediate,0,13.0
P3789,30,9,Junior,2,12.9
P3790,32,9,Intermediate,0,9.1
P3791,39,11,Intermediate,1,6.4
P3792,48,13,Senior,1,5.7
P3793,49,22,Junior,0,13.7
P3794,34,13,Junior,0,16.0
P3795,29,3,Intermediate,0,3.4
P3796,39,9,Intermediate,0,9.7
P3797,28,1,Senior,2,4.2
P3798,48,16,Junior,1,15.8
P3799,27,4,Junior,0,4.4
P3800,45,8,Junior,1,7.6
P3801,31,5,Intermediate,1,10.7
P3802,28,1,Senior,3,15.0
P3803,24,1,Intermediate,3,13.3
P3804,50,14,Senior,1,9.2
P3805,23,2,Senior,1,12.8
P3806,49,8,Intermediate,0,0.0
P3807,49,7,Intermediate,2,6.8
P3808,31,10,Intermediate,2,13.0
P3809,42,20,Intermediate,1,6.0
P3810,42,5,Intermediate,4,5.3
P3811,49,23,Junior,2,14.1
P3812,28,2,Junior,3,6.5
P3813,42,20,Junior,1,3.9
P3814,23,1,Junior,0,20.6
P3815,32,4,Senior,0,9.0
P3816,35,13,Intermediate,0,10.1
P3817,30,7,Junior,2,16.1
P3818,22,1,Junior,1,10.0
P3819,25,1,Intermediate,0,9.6
P3820,23,1,Senior,1,18.1
P3821,43,16,Junior,2,0.0
P3822,38,16,Intermediate,0,5.0
P3823,37,4,Junior,1,11.6
P3824,40,3,Junior,1,12.3
P3825,21,1,Junior,2,7.3
P3826,44,19,Junior,0,13.7
P3827,28,3,Junior,0,13.4
P3828,50,21,Junior,1,11.8
P3829,32,5,Junior,4,3.9
P3830,35,4,Intermediate,0,10.7
P3831,33,2,Senior,1,14.1
P3832,38,12,Junior,1,9.6
P3833,29,2,Junior,0,10.1
P3834,35,5,Intermediate,0,14.4
P3835,41,2,Senior,1,14.2
P3836,32,9,Junior,2,5.5
P3837,43,21,Junior,1,10.3
P3838,46,13,Intermediate,1,9.2
P3839,36,7,Senior,3,11.3
P3840,31,5,Intermediate,0,7.5
P3841,27,1,Intermediate,2,5.8
P3842,24,3,Senior,1,13.1
P3843,35,4,Junior,0,14.7
P3844,38,3,Intermediate,0,17.3
P3845,34,11,Junior,0,10.6
P3846,42,3,Intermediate,1,10.1
P3847,50,6,Senior,2,5.1
P3848,22,1,Intermediate,1,13.3
P3849,32,7,Senior,0,10.0
P3850,26,2,Senior,1,12.7
P3851,42,12,Junior,1,5.7
P3852,28,3,Intermediate,1,9.0
P3853,29,5,Junior,0,14.8
P3854,50,2,Junior,2,6.4
P3855,48,4,Junior,0,3.7
P3856,25,3,Junior,2,5.3
P3857,46,5,Junior,2,5.2
P3858,22,1,Intermediate,0,16.7
P3859,48,6,Intermediate,0,8.8
P3860,27,3,Junior,0,6.8
P3861,41,4,Junior,0,6.7
P3862,44,5,Senior,1,7.6
P3863,29,2,Junior,1,6.4
P3864,44,7,Senior,0,8.4
P3865,42,9,Junior,1,15.8
P3866,32,11,Intermediate,1,18.7
P3867,28,1,Intermediate,0,15.5
P3868,49,22,Intermediate,0,3.3
P3869,28,3,Intermediate,0,9.8
P3870,46,21,Junior,1,9.6
P3871,29,6,Senior,1,9.1
P3872,23,1,Senior,2,12.2
P3873,33,2,Junior,0,13.5
P3874,47,23,Intermediate,0,9.7
P3875,48,2,Intermediate,1,16.9
P3876,30,5,Intermediate,1,3.3
P3877,47,5,Senior,0,7.5
P3878,29,4,Junior,1,10.8
P3879,48,22,Intermediate,1,15.8
P3880,39,10,Junior,1,10.3
P3881,48,11,Senior,0,17.9
P3882,24,3,Junior,2,6.8
P3883,26,2,Intermediate,0,10.9
P3884,22,1,Intermediate,1,5.6
P3885,47,15,Junior,1,9.7
P3886,31,4,Intermediate,0,8.1
P3887,37,8,Junior,1,7.9
P3888,45,23,Junior,0,4.8
P3889,24,2,Junior,2,8.3
P3890,49,28,Intermediate,0,6.1
P3891,44,8,Junior,0,11.0
P3892,47,25,Junior,0,9.0
P3893,36,11,Intermediate,0,11.6
P3894,35,8,Senior,3,9.3
P3895,29,4,Intermediate,0,5.3
P3896,21,1,Senior,1,13.0
P3897,29,3,Intermediate,1,9.7
P3898,34,8,Intermediate,2,8.4
P3899,29,7,Senior,2,12.5
P3900,32,5,Junior,2,11.8
P3901,25,1,Intermediate,1,13.2
P3902,46,2,Junior,1,12.6
P3903,34,4,Junior,1,12.6
P3904,31,6,Junior,0,10.0
P3905,30,4,Intermediate,0,10.4
P3906,36,10,Junior,0,5.7
P3907,22,1,Intermediate,1,9.9
P3908,49,26,Intermediate,1,13.0
P3909,49,11,Intermediate,0,14.3
P3910,28,6,Junior,0,14.2
P3911,48,1,Intermediate,1,13.3
P3912,39,16,Junior,3,7.4
P3913,44,12,Senior,0,5.6
P3914,33,11,Junior,1,4.9
P3915,28,6,Intermediate,1,5.3
P3916,36,8,Intermediate,0,6.1
P3917,33,11,Junior,1,8.7
P3918,34,7,Senior,2,10.5
P3919,28,6,Junior,1,8.4
P3920,41,16,Senior,2,6.8
P3921,29,7,Senior,1,12.8
P3922,26,5,Intermediate,1,5.3
P3923,26,3,Intermediate,1,13.9
P3924,34,7,Junior,2,4.4
P3925,26,5,Intermediate,1,8.8
P3926,46,7,Senior,1,8.7
P3927,22,1,Intermediate,0,11.3
P3928,40,6,Junior,0,13.0
P3929,45,9,Junior,1,11.8
P3930,42,9,Intermediate,0,9.1
P3931,50,4,Senior,0,11.7
P3932,23,1,Intermediate,0,15.7
P3933,33,2,Junior,1,6.2
P3934,37,3,Intermediate,1,9.3
P3935,46,13,Junior,3,10.5
P3936,41,1,Senior,2,11.2
P3937,23,1,Junior,2,15.8
P3938,49,17,Junior,0,10.9
P3939,49,6,Senior,0,11.1
P3940,31,6,Senior,2,14.0
P3941,31,4,Junior,0,6.9
P3942,33,5,Intermediate,1,9.8
P3943,22,1,Junior,1,13.3
P3944,28,3,Junior,0,0.8
P3945,40,14,Junior,2,13.7
P3946,22,1,Intermediate,1,15.1
P3947,29,8,Intermediate,0,6.9
P3948,48,9,Senior,1,15.0
P3949,39,14,Senior,1,4.9
P3950,37,1,Junior,2,11.2
P3951,24,2,Junior,1,14.5
P3952,35,2,Senior,2,12.7
P3953,50,26,Junior,1,10.6
P3954,37,2,Intermediate,0,9.3
P3955,24,1,Intermediate,0,7.2
P3956,23,1,Junior,0,12.4
P3957,30,5,Junior,0,10.7
P3958,41,17,Junior,1,12.1
P3959,42,10,Junior,2,10.1
P3960,41,5,Senior,1,14.3
P3961,48,15,Intermediate,1,13.5
P3962,46,7,Intermediate,1,12.3
P3963,41,18,Senior,1,6.2
P3964,30,4,Senior,0,12.9
P3965,44,3,Junior,0,14.6
P3966,25,3,Junior,1,4.0
P3967,38,3,Senior,1,13.4
P3968,44,8,Senior,0,12.9
P3969,50,25,Senior,2,12.7
P3970,26,4,Intermediate,1,7.4
P3971,42,17,Intermediate,1,10.5
P3972,26,4,Intermediate,2,14.3
P3973,25,2,Intermediate,2,11.2
P3974,41,7,Junior,1,1.7
P3975,35,12,Junior,2,5.2
P3976,42,9,Intermediate,1,10.3
P3977,45,3,Junior,2,17.3
P3978,39,14,Intermediate,1,3.5
P3979,38,4,Junior,0,12.4
P3980,37,15,Senior,0,11.0
P3981,41,5,Junior,2,14.7
P3982,37,4,Intermediate,0,15.4
P3983,36,8,Junior,2,6.1
P3984,42,11,Junior,3,8.2
P3985,29,1,Intermediate,2,13.2
P3986,24,1,Intermediate,1,8.8
P3987,44,8,Intermediate,1,7.9
P3988,27,1,Senior,1,5.8
P3989,37,9,Intermediate,0,5.1
P3990,30,4,Junior,1,8.0
P3991,42,18,Junior,0,7.8
P3992,24,1,Junior,1,10.5
P3993,23,2,Junior,0,9.0
P3994,49,15,Senior,0,3.0
P3995,25,3,Senior,0,8.7
P3996,28,5,Intermediate,1,17.0
P3997,28,4,Junior,2,13.9
P3998,21,1,Intermediate,1,3.9
P3999,32,6,Junior,0,14.3
P4000,26,1,Senior,0,1.4
P4001,26,2,Junior,0,10.3
P4002,39,5,Junior,1,7.6
P4003,37,14,Intermediate,0,11.7
P4004,30,1,Intermediate,0,9.5
P4005,27,4,Senior,2,1.1
P4006,50,1,Intermediate,1,9.7
P4007,49,13,Senior,1,9.9
P4008,25,2,Senior,3,9.8
P4009,24,3,Intermediate,1,8.6
P4010,21,1,Intermediate,0,7.7
P4011,41,18,Senior,1,4.5
P4012,48,2,Junior,3,17.8
P4013,37,15,Junior,1,16.5
P4014,40,11,Intermediate,1,14.7
P4015,36,4,Junior,3,3.7
P4016,43,1,Junior,1,9.3
P4017,26,3,Junior,0,17.9
P4018,48,18,Junior,1,14.6
P4019,26,5,Intermediate,1,12.1
P4020,33,4,Intermediate,0,11.6
P4021,24,2,Junior,0,9.1
P4022,47,20,Junior,0,13.3
P4023,41,11,Junior,2,9.1
P4024,25,4,Junior,1,12.5
P4025,44,5,Intermediate,1,12.7
P4026,37,1,Junior,3,15.1
P4027,47,12,Intermediate,0,10.9
P4028,23,1,Junior,1,9.6
P4029,30,7,Intermediate,0,7.9
P4030,32,2,Senior,0,11.5
P4031,49,9,Intermediate,1,12.5
P4032,44,18,Junior,0,9.7
P4033,24,1,Senior,1,1.7
P4034,37,11,Intermediate,0,5.5
P4035,29,4,Intermediate,3,9.3
P4036,43,3,Senior,0,10.4
P4037,37,15,Junior,3,9.9
P4038,50,28,Junior,0,3.8
P4039,38,17,Junior,1,10.3
P4040,42,8,Intermediate,2,13.0
P4041,28,6,Intermediate,0,11.0
P4042,44,5,Senior,0,12.3
P4043,24,3,Junior,1,11.1
P4044,37,9,Junior,0,13.3
P4045,47,23,Junior,0,5.3
P4046,31,3,Junior,3,17.5
P4047,21,1,Junior,2,17.0
P4048,30,3,Junior,0,7.7
P4049,23,2,Intermediate,3,15.8
P4050,22,1,Senior,1,9.5
P4051,48,20,Intermediate,1,9.7
P4052,35,9,Intermediate,0,8.1
P4053,36,10,Intermediate,2,11.7
P4054,35,7,Junior,0,16.0
P4055,23,2,Junior,0,9.6
P4056,36,5,Intermediate,3,15.0
P4057,35,1,Junior,0,11.5
P4058,22,1,Junior,2,10.2
P4059,31,2,Intermediate,0,6.8
P4060,48,27,Junior,1,13.5
P4061,30,4,Intermediate,0,9.7
P4062,35,7,Junior,0,13.8
P4063,38,7,Senior,1,13.1
P4064,27,2,Junior,1,8.3
P4065,23,1,Junior,1,11.0
P4066,30,1,Junior,0,13.4
P4067,47,1,Junior,2,15.5
P4068,21,1,Senior,0,8.4
P4069,24,3,Senior,3,1.7
P4070,35,11,Junior,1,14.2
P4071,44,17,Intermediate,3,13.3
P4072,38,17,Intermediate,0,9.6
P4073,37,6,Intermediate,1,5.2
P4074,49,20,Junior,1,10.8
P4075,46,22,Senior,0,4.6
P4076,23,2,Junior,0,5.9
P4077,30,3,Intermediate,1,14.9
P4078,45,2,Intermediate,1,2.9
P4079,44,13,Intermediate,1,12.1
P4080,27,2,Intermediate,1,16.6
P4081,48,21,Intermediate,0,5.5
P4082,41,3,Junior,1,8.8
P4083,21,1,Intermediate,1,14.3
P4084,46,15,Junior,3,7.4
P4085,36,13,Senior,1,7.7
P4086,35,10,Junior,1,7.4
P4087,36,12,Intermediate,0,7.9
P4088,39,7,Senior,1,10.8
P4089,36,4,Intermediate,0,6.9
P4090,21,1,Junior,3,0.0
P4091,37,16,Junior,1,12.0
P4092,26,4,Intermediate,0,11.5
P4093,35,8,Junior,0,13.3
P4094,37,9,Intermediate,0,11.1
P4095,38,10,Junior,3,15.0
P4096,31,1,Senior,0,11.3
P4097,25,4,Intermediate,0,6.6
P4098,50,5,Intermediate,1,9.0
P4099,31,10,Intermediate,0,12.1
P4100,44,18,Senior,1,11.4
P4101,33,12,Senior,1,15.4
P4102,23,2,Senior,2,1.7
P4103,34,4,Intermediate,1,5.7
P4104,46,16,Junior,2,10.0
P4105,25,4,Junior,2,3.8
P4106,27,3,Junior,2,5.2
P4107,25,4,Junior,2,8.0
P4108,33,7,Junior,2,16.7
P4109,46,1,Junior,0,15.6
P4110,31,6,Intermediate,0,7.2
P4111,33,10,Intermediate,3,4.5
P4112,42,2,Intermediate,0,3.6
P4113,42,11,Junior,0,8.5
P4114,33,10,Senior,2,11.0
P4115,34,6,Junior,1,15.6
P4116,47,17,Intermediate,1,11.7
P4117,31,7,Intermediate,0,9.3
P4118,41,18,Senior,2,11.4
P4119,50,19,Senior,2,7.6
P4120,30,2,Junior,1,7.8
P4121,37,15,Junior,2,9.9
P4122,31,6,Junior,2,9.9
P4123,34,5,Intermediate,1,15.8
P4124,41,18,Senior,2,10.5
P4125,49,19,Intermediate,1,7.1
P4126,50,29,Junior,2,11.0
P4127,23,2,Intermediate,1,9.4
P4128,28,1,Junior,2,9.7
P4129,21,1,Intermediate,0,11.7
P4130,44,6,Junior,3,11.0
P4131,43,10,Senior,0,16.1
P4132,31,8,Junior,0,6.5
P4133,28,4,Junior,0,5.0
P4134,46,15,Intermediate,0,14.2
P4135,47,21,Intermediate,3,11.3
P4136,49,5,Intermediate,0,15.2
P4137,44,8,Intermediate,3,11.1
P4138,26,5,Senior,1,12.6
P4139,27,5,Senior,2,6.3
P4140,47,13,Intermediate,0,9.2
P4141,45,9,Junior,2,8.5
P4142,37,3,Intermediate,0,6.8
P4143,28,6,Intermediate,0,4.8
P4144,39,9,Intermediate,1,11.5
P4145,33,1,Junior,0,18.1
P4146,47,26,Junior,2,15.4
P4147,35,8,Senior,2,17.2
P4148,42,9,Junior,2,9.4
P4149,48,12,Junior,0,16.4
P4150,26,1,Intermediate,1,8.2
P4151,49,20,Junior,2,19.6
P4152,24,3,Intermediate,2,8.9
P4153,25,1,Junior,5,7.0
P4154,49,7,Junior,1,14.5
P4155,31,6,Junior,2,8.9
P4156,44,1,Senior,2,4.9
P4157,32,10,Senior,0,11.6
P4158,24,1,Intermediate,2,15.6
P4159,22,1,Intermediate,2,13.9
P4160,35,14,Junior,2,8.9
P4161,45,8,Junior,1,5.0
P4162,32,9,Junior,0,11.4
P4163,30,3,Intermediate,2,13.1
P4164,31,5,Junior,1,5.8
P4165,50,13,Intermediate,1,16.8
P4166,28,4,Intermediate,0,0.0
P4167,22,1,Junior,0,7.6
P4168,40,3,Intermediate,2,7.4
P4169,38,2,Senior,0,10.8
P4170,23,1,Junior,1,9.7
P4171,39,12,Junior,1,2.3
P4172,23,1,Senior,1,14.9
P4173,38,8,Junior,0,16.4
P4174,21,1,Intermediate,0,9.3
P4175,36,5,Senior,0,9.3
P4176,29,6,Junior,4,12.7
P4177,50,18,Junior,0,6.8
P4178,43,11,Senior,1,7.1
P4179,35,1,Junior,0,9.1
P4180,43,22,Senior,0,6.8
P4181,43,10,Junior,1,8.0
P4182,34,3,Intermediate,2,10.4
P4183,49,26,Intermediate,0,7.3
P4184,22,1,Junior,0,11.2
P4185,26,5,Junior,0,11.9
P4186,23,1,Senior,4,8.8
P4187,25,3,Junior,4,10.2
P4188,31,6,Junior,1,12.7
P4189,40,14,Senior,0,0.0
P4190,48,27,Intermediate,0,9.9
P4191,30,4,Junior,0,5.9
P4192,28,4,Senior,3,6.4
P4193,48,12,Junior,2,10.3
P4194,33,9,Senior,1,15.6
P4195,49,3,Junior,1,0.1
P4196,25,4,Intermediate,0,2.4
P4197,37,11,Senior,0,13.3
P4198,45,1,Senior,2,16.6
P4199,47,25,Intermediate,1,7.2
P4200,29,7,Junior,0,11.1
P4201,30,3,Junior,5,8.6
P4202,29,7,Intermediate,1,11.6
P4203,36,2,Intermediate,0,10.2
P4204,43,11,Intermediate,0,6.0
P4205,31,9,Junior,3,13.1
P4206,50,13,Intermediate,1,17.4
P4207,22,1,Intermediate,0,14.3
P4208,34,9,Senior,0,13.8
P4209,40,19,Senior,2,6.0
P4210,41,8,Intermediate,0,9.9
P4211,28,7,Intermediate,2,10.5
P4212,25,3,Senior,1,5.9
P4213,27,4,Intermediate,1,17.0
P4214,41,2,Junior,0,8.9
P4215,30,5,Junior,0,7.0
P4216,24,2,Intermediate,0,6.7
P4217,23,2,Junior,0,13.9
P4218,49,21,Intermediate,0,22.2
P4219,30,6,Senior,1,3.0
P4220,22,1,Intermediate,0,13.0
P4221,40,10,Junior,1,4.5
P4222,29,8,Intermediate,0,15.6
P4223,41,11,Intermediate,1,4.7
P4224,32,11,Junior,1,15.2
P4225,31,3,Intermediate,1,13.0
P4226,32,2,Intermediate,0,7.7
P4227,37,6,Junior,1,14.5
P4228,30,8,Intermediate,3,8.7
P4229,35,3,Intermediate,0,9.4
P4230,33,9,Junior,1,7.5
P4231,30,4,Junior,3,4.6
P4232,32,3,Intermediate,0,10.4
P4233,33,12,Senior,3,13.7
P4234,47,13,Junior,1,7.3
P4235,36,11,Intermediate,1,6.4
P4236,46,9,Intermediate,1,7.1
P4237,24,2,Junior,0,8.9
P4238,29,4,Intermediate,2,5.6
P4239,43,8,Senior,0,13.3
P4240,43,12,Junior,1,12.0
P4241,39,1,Senior,0,7.7
P4242,46,15,Intermediate,3,6.4
P4243,50,20,Junior,1,10.1
P4244,35,13,Junior,1,8.1
P4245,39,10,Junior,0,11.9
P4246,26,1,Intermediate,2,6.7
P4247,25,1,Intermediate,1,6.7
P4248,42,2,Junior,2,10.6
P4249,36,12,Intermediate,1,9.7
P4250,38,5,Junior,0,8.1
P4251,47,24,Senior,1,16.9
P4252,29,5,Junior,2,9.1
P4253,28,4,Intermediate,1,2.9
P4254,38,14,Junior,0,11.5
P4255,36,3,Junior,0,13.3
P4256,32,3,Junior,0,11.1
P4257,25,4,Senior,1,8.6
P4258,31,2,Junior,1,14.4
P4259,40,11,Intermediate,1,6.2
P4260,46,23,Junior,0,3.5
P4261,49,16,Junior,0,9.6
P4262,30,6,Junior,1,16.3
P4263,22,1,Intermediate,3,15.2
P4264,38,8,Intermediate,2,12.4
P4265,47,26,Junior,1,3.9
P4266,31,5,Junior,0,17.1
P4267,35,1,Intermediate,1,7.0
P4268,31,8,Senior,0,8.8
P4269,37,16,Junior,1,8.2
P4270,39,15,Junior,2,9.5
P4271,43,18,Intermediate,0,7.5
P4272,44,14,Junior,0,11.6
P4273,42,4,Junior,1,11.1
P4274,25,4,Intermediate,1,4.7
P4275,21,1,Intermediate,0,0.7
P4276,35,12,Junior,1,9.9
P4277,45,8,Junior,2,13.4
P4278,29,6,Junior,3,8.7
P4279,45,7,Intermediate,1,6.8
P4280,22,1,Senior,0,8.1
P4281,48,10,Junior,1,7.1
P4282,49,15,Senior,1,7.5
P4283,36,6,Intermediate,0,12.2
P4284,27,1,Junior,0,16.0
P4285,44,16,Junior,2,12.6
P4286,23,2,Senior,0,9.8
P4287,37,5,Intermediate,2,8.0
P4288,31,2,Junior,2,8.9
P4289,39,12,Junior,1,10.4
P4290,27,1,Intermediate,1,9.2
P4291,21,1,Intermediate,1,4.8
P4292,25,2,Intermediate,0,17.0
P4293,26,1,Intermediate,2,16.4
P4294,37,5,Intermediate,3,6.5
P4295,42,21,Intermediate,1,13.6
P4296,47,23,Junior,1,13.0
P4297,26,4,Junior,1,7.9
P4298,26,5,Junior,3,8.9
P4299,21,1,Junior,2,7.1
P4300,22,1,Intermediate,0,4.0
P4301,21,1,Junior,1,14.0
P4302,30,6,Intermediate,0,10.1
P4303,40,15,Intermediate,2,7.5
P4304,32,3,Senior,2,16.6
P4305,27,6,Junior,2,0.0
P4306,21,1,Intermediate,0,3.3
P4307,48,19,Intermediate,0,6.2
P4308,21,1,Intermediate,0,11.6
P4309,38,3,Junior,3,4.6
P4310,27,3,Intermediate,0,9.4
P4311,46,5,Intermediate,4,13.8
P4312,28,1,Intermediate,1,3.3
P4313,40,10,Intermediate,1,12.5
P4314,44,16,Junior,1,15.2
P4315,47,26,Intermediate,0,13.7
P4316,28,5,Intermediate,1,12.3
P4317,23,2,Junior,0,10.5
P4318,37,5,Senior,0,9.0
P4319,47,18,Intermediate,2,8.4
P4320,42,1,Junior,1,13.1
P4321,32,3,Senior,0,8.2
P4322,24,3,Intermediate,1,3.2
P4323,37,11,Junior,1,19.5
P4324,48,20,Intermediate,2,17.7
P4325,34,2,Intermediate,0,12.4
P4326,39,5,Junior,0,9.0
P4327,38,11,Senior,3,9.8
P4328,29,8,Junior,0,6.3
P4329,37,15,Junior,1,6.9
P4330,35,7,Junior,3,7.0
P4331,36,4,Senior,1,14.7
P4332,46,12,Junior,0,9.3
P4333,36,10,Intermediate,0,3.2
P4334,50,4,Senior,1,4.8
P4335,31,6,Intermediate,2,5.8
P4336,44,11,Senior,3,6.4
P4337,26,1,Intermediate,1,18.1
P4338,33,6,Senior,1,5.7
P4339,25,4,Intermediate,0,10.0
P4340,26,4,Junior,0,7.0
P4341,26,2,Junior,1,12.6
P4342,45,20,Junior,1,8.4
P4343,45,23,Junior,0,8.9
P4344,28,6,Junior,0,2.0
P4345,23,1,Senior,0,9.4
P4346,34,7,Junior,0,14.1
P4347,23,2,Intermediate,1,10.5
P4348,21,1,Senior,1,8.0
P4349,30,3,Intermediate,4,15.5
P4350,25,2,Intermediate,1,11.7
P4351,43,2,Senior,0,19.3
P4352,39,17,Intermediate,0,5.7
P4353,41,17,Intermediate,0,9.4
P4354,45,17,Intermediate,0,13.8
P4355,31,6,Junior,1,12.8
P4356,22,1,Junior,2,14.0
P4357,24,3,Intermediate,2,13.3
P4358,29,3,Intermediate,1,13.1
P4359,49,15,Intermediate,0,14.3
P4360,39,10,Intermediate,1,11.6
P4361,40,3,Intermediate,0,13.9
P4362,49,25,Junior,0,15.0
P4363,23,1,Intermediate,5,8.6
P4364,26,5,Intermediate,0,8.3
P4365,39,5,Junior,1,9.2
P4366,23,1,Senior,1,7.5
P4367,29,2,Junior,0,10.6
P4368,47,18,Intermediate,2,11.5
P4369,49,28,Junior,3,5.6
P4370,41,8,Intermediate,1,7.3
P4371,22,1,Junior,0,6.9
P4372,46,6,Junior,0,6.5
P4373,43,2,Senior,1,5.6
P4374,34,13,Junior,2,7.7
P4375,48,26,Intermediate,0,15.1
P4376,37,2,Intermediate,3,10.8
P4377,33,6,Intermediate,0,6.0
P4378,49,18,Intermediate,6,7.4
P4379,48,2,Intermediate,0,8.4
P4380,46,3,Junior,1,11.4
P4381,30,9,Intermediate,1,7.7
P4382,28,7,Intermediate,0,15.4
P4383,33,6,Intermediate,3,9.7
P4384,31,6,Intermediate,0,7.0
P4385,39,3,Junior,1,6.8
P4386,32,5,Intermediate,0,12.5
P4387,50,25,Junior,0,10.4
P4388,49,15,Senior,0,4.6
P4389,31,7,Intermediate,1,15.5
P4390,27,1,Intermediate,1,11.3
P4391,50,29,Intermediate,0,3.9
P4392,32,8,Junior,1,6.6
P4393,46,23,Junior,0,4.7
P4394,25,2,Junior,1,6.9
P4395,36,10,Intermediate,1,12.3
P4396,49,22,Senior,2,8.7
P4397,41,8,Junior,0,17.8
P4398,47,17,Intermediate,2,20.7
P4399,46,24,Junior,0,18.6
P4400,21,1,Intermediate,1,17.2
P4401,33,9,Intermediate,1,14.3
P4402,21,1,Junior,1,14.0
P4403,27,5,Junior,1,12.7
P4404,32,7,Junior,0,2.9
P4405,37,16,Senior,0,11.3
P4406,43,9,Junior,0,16.3
P4407,47,10,Senior,1,1.6
P4408,30,7,Intermediate,2,3.7
P4409,46,5,Intermediate,1,9.0
P4410,40,16,Junior,2,15.2
P4411,37,10,Senior,1,2.1
P4412,46,4,Senior,2,7.2
P4413,36,14,Junior,0,16.1
P4414,35,12,Junior,1,16.2
P4415,34,3,Junior,3,12.9
P4416,32,2,Senior,3,14.9
P4417,41,1,Junior,2,5.7
P4418,38,12,Junior,0,7.2
P4419,50,6,Junior,0,13.9
P4420,39,8,Junior,2,14.3
P4421,41,4,Junior,0,6.0
P4422,46,2,Senior,0,13.1
P4423,23,1,Junior,0,13.6
P4424,24,2,Intermediate,1,16.3
P4425,39,3,Junior,0,10.2
P4426,21,1,Junior,0,12.6
P4427,28,1,Junior,2,9.7
P4428,42,11,Intermediate,0,3.0
P4429,25,2,Intermediate,1,14.0
P4430,30,7,Junior,0,17.3
P4431,50,22,Junior,3,1.0
P4432,27,6,Junior,3,4.3
P4433,47,1,Senior,2,18.3
P4434,49,3,Junior,1,15.1
P4435,46,6,Junior,0,4.1
P4436,30,9,Junior,1,9.0
P4437,35,9,Junior,1,8.1
P4438,39,6,Intermediate,1,12.1
P4439,28,3,Junior,2,9.3
P4440,34,7,Junior,1,11.2
P4441,31,10,Senior,2,9.8
P4442,22,1,Junior,0,13.1
P4443,41,19,Junior,0,4.1
P4444,26,5,Intermediate,1,12.0
P4445,47,18,Junior,1,6.6
P4446,47,1,Intermediate,2,10.4
P4447,45,18,Senior,0,5.8
P4448,36,3,Intermediate,1,0.7
P4449,27,1,Intermediate,1,11.3
P4450,26,1,Junior,2,11.1
P4451,47,1,Intermediate,1,10.6
P4452,31,2,Senior,5,9.4
P4453,44,3,Intermediate,0,7.0
